CAND_ID,CAND_NAME,CAND_ICI,CAND_PTY_AFFILIATION,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,TTL_RECEIPTS
H0IN05276,"HENDERSON, BETH ELAINE",O,REP,IN,05,473248.78
H0IN05284,"BALES, ANDREW PETER",O,REP,IN,05,14897.01
H0IN05318,"HOOK, MATTHEW CAROLL",O,REP,IN,05,47272.07
H0IN05326,"SPARTZ, VICTORIA",O,REP,IN,05,1364790.68
H0IN05334,"BRIZZI, CARL JOSEPH",O,REP,IN,05,188973.69
H2IN05082,"BROOKS, SUSAN MRS.",I,REP,IN,05,230456.81
H4IN05112,"DAVIDSON, ALLEN RAY",O,REP,IN,05,4162.19
H8IN06152,"LAKE, JEANNINE LEE",C,DEM,IN,06,20945.12
H8IN06129,"PENCE, GREGORY J.",I,REP,IN,06,1995451.78
H8IN07184,"CARSON, ANDRE",I,DEM,IN,07,718396.29
H0IN07256,"SMITH, SUSAN MARIE",C,REP,IN,07,32366.76
H8IN07150,"HARMON, WAYNE EDWARD",C,REP,IN,07,0
H0IN08213,"MARSILI, THOMASINA",C,DEM,IN,08,35764.7
H6IN08244,"DRAKE, RON",C,DEM,IN,08,20000
H0IN08114,"BUCSHON, LARRY D.",I,REP,IN,08,709310.25
H0IN09161,"DORRIS, DALE WILLIAM MR. II",C,DEM,IN,09,1381.05
H0IN09179,"RUFF, ANDY",C,DEM,IN,09,49872.75
H0IN09195,"POWELL, MARK J. REV",C,DEM,IN,09,7777.77
H6IN09176,"HOLLINGSWORTH, TREY",I,REP,IN,09,890583.28
H0IN09153,"MILLIS, TONYA LYNN",C,LIB,IN,09,2901.86
H0KS01172,"BARNETT, KALI",O,DEM,KS,01,341316.06
H0KS01214,"DAVIS, CHRISTY",O,DEM,KS,01,90920.85
H0KS01123,"MANN, TRACEY ROBERT",O,REP,KS,01,759705.64
H0KS01198,"CLIFFORD, BILL DR",O,REP,KS,01,932332.58
H0KS01222,"WAYMASTER, TROY",O,REP,KS,01,219942.68
H6KS01179,"MARSHALL, ROGER W",I,REP,KS,01,2723706.22
H0KS02170,"HODGSON, ABBIE",C,DEM,KS,02,76752.53
H0KS02196,"DE LA ISLA, MICHELLE",C,DEM,KS,02,716460.6
H0KS02188,"LATURNER, JAKE",C,REP,KS,02,775620.46
H0KS02212,"TAYLOR, DENNIS R MR.",,REP,KS,02,76455.52
H8KS02199,"WATKINS, STEVEN C. JR.",I,REP,KS,02,1015400.02
H8KS03155,"DAVIDS, SHARICE",I,DEM,KS,03,3713055.68
H0KS03137,"YODER, KEVIN",C,REP,KS,03,7244.44
H0KS03228,"WEIR, SARA HART",C,REP,KS,03,724801.91
H0KS03236,"ADKINS, AMANDA",C,REP,KS,03,970034.85
H0KS03244,"FOSTER, ADRIENNE",C,REP,KS,03,381203.49
H0KS03251,"BEEHLER, MICHAEL E.",C,REP,KS,03,50410
H8KS04088,"LOMBARD, LAURA",C,DEM,KS,04,98502.47
H8KS04112,"ESTES, RON",I,REP,KS,04,1527642.63
H6KY01110,"COMER, JAMES",I,REP,KY,01,434132.01
H8KY02080,"LINDERMAN, HANK",C,DEM,KY,02,46937.05
H8KY02031,"GUTHRIE, S. BRETT HON.",I,REP,KY,02,1062683.65
H0KY02095,"PERRY, ROBERT LEE",C,LIB,KY,02,10242.93
H6KY03124,"YARMUTH, JOHN",I,DEM,KY,03,392729.56
H0KY03242,"EDDINGS, WAYMEN",C,REP,KY,03,3025.45
H0KY03259,"PALAZZO, RHONDA RAYE",C,REP,KY,03,10637.5
H0KY03267,"SERRANO, GERARDO",C,REP,KY,03,53755.35
H8KY03187,"CRAVEN , MIKE",,REP,KY,03,104359.41
H0KY04117,"OWENSBY, ALEXANDRA DR.",C,DEM,KY,04,59573.5
H0KY04125,"FABERT, SHANNON",C,DEM,KY,04,35215.93
H0KY04133,"MCMURTRY, TODD",C,REP,KY,04,352913.57
H2KY04121,"MASSIE, THOMAS H.",I,REP,KY,04,1252596.69
H0KY05015,"ROGERS, HAROLD DALLAS",I,REP,KY,05,430894.99
H0KY06179,"HICKS, JOSH",C,DEM,KY,06,1366236.28
H8KY06180,"KEMPH, DANIEL",C,DEM,KY,06,27095.6
H0KY06104,"BARR, GARLAND ANDY",I,REP,KY,06,2913818.53
H4KY06163,"YOUNG, GEOFFREY M",C,REP,KY,06,8309.76
H0LA01087,"SCALISE, STEVE MR",I,REP,LA,01,26465821.77
H8LA02054,"RICHMOND, CEDRIC L",I,DEM,LA,02,1003531.15
H8LA03060,"ANDERSON, ROBERT JON",C,DEM,LA,03,42373.76
H6LA03148,"HIGGINS, CLAY CAPTAIN",I,REP,LA,03,576019.81
H0LA04099,"HOUSTON, KENNY",,DEM,LA,04,2298
H8LA04282,"TRUNDLE, RYAN",,DEM,LA,04,0
H6LA04138,"JOHNSON, JAMES MICHAEL",I,REP,LA,04,846141.52
H0LA05070,"CHRISTOPHE, SANDRA M.S. MRS.",O,DEM,LA,05,19212.03
H0LA05104,"ROBINSON, RANDALL SCOTT",O,REP,LA,05,139810.6
H0LA05112,"HARRIS, JOHN LANCE",O,REP,LA,05,119786
H0LA05120,"LETLOW, LUKE JOSHUA",O,REP,LA,05,572609
H4LA05221,"ABRAHAM, RALPH LEE DR. JR.",I,REP,LA,05,36715.03
H4LA06153,"GRAVES, GARRET",I,REP,LA,06,1095066.77
H0MA01081,"MORSE, ALEX",C,DEM,MA,01,840807.64
H8MA02041,"NEAL, RICHARD E MR.",I,DEM,MA,01,3396815.02
H0MA01073,"CAIN, JOHN",C,REP,MA,01,11021.16
H0MA02113,"MILLER, SUMMER RAE",C,DEM,MA,02,139.8
H4MA03022,"MCGOVERN, JAMES P. MR.",I,DEM,MA,02,709237.69
H8MA02116,"LOVVORN, TRACY LYN",C,REP,MA,02,8445.2
H8MA03106,"TRAHAN, LORI",I,DEM,MA,03,1550556.15
H0MA04143,"LECKEY, IHSSANE",C,DEM,MA,04,963753.46
H0MA04150,"GOLDBERG, DEBORAH",C,DEM,MA,04,24032
H0MA04168,"GROSSMAN, REBECCA WALKER",C,DEM,MA,04,824134.87
H0MA04176,"KHAZEI, ALAN",C,DEM,MA,04,1620362.84
H0MA04184,"MERMELL, JESSE",C,DEM,MA,04,834317.2
H0MA04192,"AUCHINCLOSS, JAKE",C,DEM,MA,04,1386569.6
H0MA04200,"CAVELL, DAVID F",C,DEM,MA,04,395262.09
H0MA04218,"SIGEL, BEN",C,DEM,MA,04,287912
H0MA04226,"SHACK, THOMAS G III",C,DEM,MA,04,8860
H0MA04234,"MATTHEW, NICK",C,DEM,MA,04,6283
H0MA04242,"ZANNETOS, CHRISTOPHER",C,DEM,MA,04,650524.74
H0MA04267,"LINOS, NATALIA",C,DEM,MA,04,202361.35
H8MA04047,"ROBINSON, HERB",C,DEM,MA,04,1132.33
H0MA04259,"HALL, JULIE",C,REP,MA,04,8038.6
H4MA05084,"CLARK, KATHERINE",I,DEM,MA,05,1402186.16
H0MA05132,"COLARUSSO, CAROLINE",,REP,MA,05,27007
H0MA06098,"BELSITO, JAMIE MARIE ZAHLAWAY",C,DEM,MA,06,67889.7
H0MA06106,"MULCAHY, D.NATHANIEL",C,DEM,MA,06,10278.11
H0MA06114,"PETERSON, LISA",C,DEM,MA,06,38103
H0MA06130,"MCQUILKEN, ANGUS",C,DEM,MA,06,95178
H4MA06090,"MOULTON, SETH",I,DEM,MA,06,983169.35
H0MA06148,"MORAN, JOHN PAUL",C,REP,MA,06,126680.83
H8MA07032,"PRESSLEY, AYANNA",I,DEM,MA,07,1541013.04
H0MA07054,"CAMPBELL, RAYLA",C,REP,MA,07,3881
H0MA08037,"DAR, MOHAMMAD",O,DEM,MA,08,192106.13
H0MA08045,"GOLDSTEIN, ROBBIE",O,DEM,MA,08,292592.6
H2MA09072,"LYNCH, STEPHEN",I,DEM,MA,08,661138.75
H8MA08170,"WU, BRIANNA",O,DEM,MA,08,282208.33
H0MA09068,"SYLVIA, MARK",C,DEM,MA,09,35861
H0MA10082,"KEATING, WILLIAM RICHARD",I,DEM,MA,09,465872.71
H0MD01232,"MASON, MIA",C,DEM,MD,01,0
H8MD01177,"GALBRAITH, ALLISON",C,DEM,MD,01,41482.7
H0MD01216,"DELGADO, JORGE",C,REP,MD,01,108337.73
H8MD01094,"HARRIS, ANDREW P",I,REP,MD,01,1079047.26
H2MD02160,"RUPPERSBERGER, C. A. DUTCH",I,DEM,MD,02,730850.32
H8MD02100,"PRETOT, JAKE",C,DEM,MD,02,0
H0MD02214,"FAZENBAKER, TIMOTHY",C,REP,MD,02,29182
H0MD02222,"MORRIS, GENEVIEVE",C,REP,MD,02,41782.61
H0MD02230,"SALLING, JOHNNY RAY MR.",C,REP,MD,02,28100.3
H0MD02248,"SIMPSON, JIM",C,REP,MD,02,60707.07
H0MD03212,"BROWN, CAROLE DOMINGUIN",C,DEM,MD,03,36779.19
H6MD03292,"SARBANES, JOHN P. MR.",I,DEM,MD,03,531287.95
H0MD04145,"BRYANT, SHELIA",C,DEM,MD,04,68724.67
H6MD04209,"BROWN, ANTHONY",I,DEM,MD,04,1063792.9
H0MD05183,"WILKES, MCKAYLA",C,DEM,MD,05,439224.43
H0MD05191,"URBINA, BRIANA",C,DEM,MD,05,16521.92
H2MD05155,"HOYER, STENY",I,DEM,MD,05,3569712.07
H0MD05217,"HAVIS, LEE",C,REP,MD,05,8396
H0MD05225,"PALOMBI, CHRISTOPHER",C,REP,MD,05,8696.13
H0MD05258,"SAYERS, DOUGLAS MILLARD",C,REP,MD,05,6236.75
H0MD06264,"BERO, MAXWELL A",,DEM,MD,06,6016.98
H6MD08549,"TRONE, DAVID",I,DEM,MD,06,2295451.89
H0MD06231,"PARROTT, NEIL CONRAD MR.",C,REP,MD,06,158941.88
H0MD06256,"MEYYUR, CHRIS P MR",C,REP,MD,06,1352
H0MD07106,"RABB, SAAFIR",C,DEM,MD,07,250972.25
H0MD07122,"CUMMINGS, MAYA ROCKEYMOORE",C,DEM,MD,07,554818.83
H0MD07130,"BRANCH, TALMADGE",C,DEM,MD,07,93540
H0MD07148,"CARTER, JILL P",C,DEM,MD,07,54219.29
H0MD07163,"HIGGINBOTHAM, F MICHAEL",C,DEM,MD,07,642737.58
H0MD07171,"HILL, TERRI LYNN",C,DEM,MD,07,98808.93
H0MD07205,"JALISI, JAY",C,DEM,MD,07,117975
H0MD07213,"GRANT, LESLIE E.",C,DEM,MD,07,18740.54
H0MD07247,"SPIKES, HARRY",C,DEM,MD,07,25318.74
H0MD07312,"GONZALEZ, DARRYL",C,DEM,MD,07,168.39
H6MD07020,"MFUME, KWEISI",I,DEM,MD,07,621706.95
H6MD07160,"CUMMINGS, ELIJAH E",I,DEM,MD,07,518979.3
H0MD07155,"MATORY, LIZ",C,REP,MD,07,12982.54
H0MD07197,"KLACIK, KIMBERLY",C,REP,MD,07,296043.65
H0MD07387,"IVEY, AMBER",C,UN,MD,07,40344.34
H6MD08457,"RASKIN, JAMIE",I,DEM,MD,08,1538873.11
H0MD08203,"COLL, GREGORY THOMAS",C,REP,MD,08,6886.6
H8ME01120,"PINGREE, CHELLIE M",I,DEM,ME,01,315497.82
H0ME01119,"ALLEN, JAY THOMAS",C,REP,ME,01,42091.89
H8ME02185,"GOLDEN, JARED",I,DEM,ME,02,2866817.79
H0ME02067,"BRAKEY, ERIC",C,REP,ME,02,819726.87
H0ME02075,"BENNETT, ADRIENNE",C,REP,ME,02,195184.7
H0ME02083,"CRAFTS, DALE",C,REP,ME,02,335671.53
H0MI01203,"RUZZICONI, RYAN",C,DEM,MI,01,49548.02
H0MI01211,"FERGUSON, DANA",C,DEM,MI,01,135736.46
H0MI01229,"O'DELL, LINDA",C,DEM,MI,01,173999.84
H6MI01226,"BERGMAN, JOHN",I,REP,MI,01,1310701.08
H0MI02201,"BERGHOEF, BRYAN",C,DEM,MI,02,452506.25
H0MI02094,"HUIZENGA, WILLIAM P",I,REP,MI,02,1548135.03
H0MI02219,"CREVIERE, JEAN-MICHEL",C,GRE,MI,02,106
H0MI03241,"BOOTH, DOUGLAS JAMES",C,DEM,MI,03,15666.63
H0MI03282,"COLVIN, NICK",C,DEM,MI,03,361985.95
H0MI03316,"SCHOLTEN, HILLARY",C,DEM,MI,03,1066023.77
H8MI03079,"ALBRO, CATHERINE",C,DEM,MI,03,3932.1
H0MI03233,"RAFI, EMILY E",C,REP,MI,03,26586
H0MI03266,"NORTON, THOMAS JOHN",C,REP,MI,03,35005.87
H0MI03274,"LOWER, JAMES (JIM) AARON",C,REP,MI,03,258510.94
H0MI03290,"AFENDOULIS, LYNN",C,REP,MI,03,884011.74
H0MI03308,"MEIJER, PETER MR.",C,REP,MI,03,1507967.55
H0MI03324,"LANGLOIS, JOEL JOHN",C,REP,MI,03,463311
H0MI03340,"WILLIS, ANDREW JACKSON",C,REP,MI,03,24975
H0MI03126,"AMASH, JUSTIN",I,IND,MI,03,1160489.21
H0MI04108,"FEIG, ANTHONY",C,DEM,MI,04,58361.72
H8MI04101,"HILLIARD, JEROME C",C,DEM,MI,04,9782.21
H4MI04126,"MOOLENAAR, JOHN MR.",I,REP,MI,04,1041869.56
H2MI05119,"KILDEE, DANIEL T.",I,DEM,MI,05,1223622.27
H0MI05121,"LACKIE, EARL PATRICK MR.",C,REP,MI,05,29373.78
H0MI05162,"KELLY, TIMOTHY P",C,REP,MI,05,24376.67
H0MI06152,"HOADLEY, JON",C,DEM,MI,06,1375652.91
H0MI06186,"RICHARDSON, JENNIFER",C,DEM,MI,06,74547.25
H8MI06171,"GRAY, AIDA ESTRADA",C,DEM,MI,06,2698.6
H6MI04113,"UPTON, FREDERICK STEPHEN",I,REP,MI,06,2118848.62
H0MI07127,"BRANSCUM, SAMUEL RAY",C,DEM,MI,07,830
H0MI07135,"SMITH, CHRISTOPHER BARTHOLOMEW",C,DEM,MI,07,18536.78
H0MI07150,"DRISKELL, GRETCHEN",C,DEM,MI,07,834352.12
H4MI07103,"WALBERG, TIMOTHY L REP",I,REP,MI,07,1697883.39
H8MI08102,"SLOTKIN, ELISSA",I,DEM,MI,08,6140305.27
H0MI08125,"SNYDER, NICOLETTE",C,REP,MI,08,41146.7
H0MI08133,"DETMER, MIKE",C,REP,MI,08,37924.55
H0MI08141,"JUNGE, PAUL",C,REP,MI,08,780147.14
H0MI08158,"LYKE, KRISTINA",C,REP,MI,08,30044.7
H0MI08166,"HOOVER, ALAN THOMAS",C,REP,MI,08,62264.3
H8MI09118,"LEVIN, ANDY",I,DEM,MI,09,940536.09
H0MI14230,"GROSSBARD, GAVRIEL",C,REP,MI,09,65878.25
H8MI10108,"BIZON, KIMBERLY ANN",O,DEM,MI,10,12133.4
H0MI10253,"MIKULA, BRANDON JOSEPH",O,REP,MI,10,28419.37
H0MI10261,"JOWSKE, JEFFREY",O,REP,MI,10,0
H0MI10279,"SLOCUM, DOUG",O,REP,MI,10,525034.49
H0MI10287,"MCCLAIN, LISA",O,REP,MI,10,1772125
H0MI10295,"HERNANDEZ, SHANE",O,REP,MI,10,533583.96
H0MI10303,"SINGH, BISHAM DR.",O,REP,MI,10,9671
H4MI04118,"MITCHELL, PAUL III",I,REP,MI,10,239310.54
H8MI11254,"STEVENS, HALEY",I,DEM,MI,11,3943338.11
H0MI11111,"WILLIAMS, WHITTNEY",C,REP,MI,11,118636.85
H0MI11129,"ESSHAKI, ERIC",C,REP,MI,11,417749.56
H0MI11145,"GRECO, CARMELITA",C,REP,MI,11,395597.77
H2MI11133,"BENTIVOLIO, KERRY",C,REP,MI,11,152217.91
H0MI12150,"CARBONARO, ANTHONY M",C,DEM,MI,12,0
H0MI12168,"RAJPUT, SOLOMON",C,DEM,MI,12,116393.74
H4MI12079,"DINGELL, DEBBIE",I,DEM,MI,12,1185014.81
H6MI12264,"JONES, JEFF",C,REP,MI,12,160
H8MI13243,"JONES, BRENDA",C,DEM,MI,13,165150.45
H8MI13250,"TLAIB, RASHIDA",I,DEM,MI,13,3058082.17
H0MI13463,"LEMMO, ALFRED C MR.",C,REP,MI,13,654383.79
H0MI13471,"DUDENHOEFER, DAVID ANTHONY",C,REP,MI,13,389287.52
H0MI13513,"EASON, DONALD",,IND,MI,13,11975
H2MI14111,"LAWRENCE, BRENDA LULENAR",I,DEM,MI,14,755741.32
H6MI14195,"MORRISON, TERRANCE",C,DEM,MI,14,1000
H0MI14255,"PATRICK, ROBERT VANCE",C,REP,MI,14,20409.95
H0MN01102,"KAEHLER, RALPH",C,DEM,MN,01,47000.4
H0MN01045,"HAGEDORN, JAMES",I,REP,MN,01,1660702.92
H0MN01128,"SCHROEPFER, MARK P",C,DFL,MN,01,100
H8MN01279,"FEEHAN, DANIEL",C,DFL,MN,01,2294872.18
H8MN01303,"WRIGHT, RICHARD",C,DFL,MN,01,47147.9
H6MN02131,"CRAIG, ANGELA DAWN",I,DEM,MN,02,3713104.62
H0MN02118,"OLSON, RICHARD THOMAS",C,REP,MN,02,108041.13
H0MN02134,"KISTNER, TYLER",C,REP,MN,02,1086520.58
H0MN02142,"BARR, REGINA",C,REP,MN,02,59697.54
H0MN02159,"CASHIN, ERIKA MARIE",C,REP,MN,02,66290.9
H0MN03124,"QUALLS, KENDALL",C,REP,MN,03,864628.06
H8MN03143,"PHILLIPS, DEAN",I,DFL,MN,03,1489525.48
H0MN03132,"HEYER, GARY EDWARD",C,IND,MN,03,827
H0MN04189,"EKBOM, TRAVIS JAMES",C,REP,MN,04,8153.76
H0MN04197,"LO, SIA",C,REP,MN,04,68704.84
H0MN04049,"MCCOLLUM, BETTY",I,DFL,MN,04,727300.33
H0MN04171,"SANDBECK, DAVID ANDREW",C,DFL,MN,04,16181
H0MN05160,"STELLA, DANIELLE",C,REP,MN,05,138483.53
H0MN05178,"JOHNSON, LACY",C,REP,MN,05,4271443.28
H0MN05194,"WATERBURY, ALLEY",C,REP,MN,05,6168.3
H0MN05202,"VOGEL, LUCIA MARINA MRS.",C,REP,MN,05,539.09
H0MN05251,"AL-AQIDI, DALIA",C,REP,MN,05,182420.69
H0MN05145,"MILLER, ERVAN KATARI MR",C,DFL,MN,05,255
H0MN05210,"MELTON-MEAUX, ANTONE",C,DFL,MN,05,4153879.76
H0MN05228,"MASON, JOHN",C,DFL,MN,05,111679.79
H8MN05239,"OMAR, ILHAN",I,DFL,MN,05,4281487
H0MN05186,"KELLEY, CHRIS MR.",C,IDP,MN,05,249787.84
H4MN06087,"EMMER, THOMAS EARL JR.",I,REP,MN,06,2101256.82
H0MN06150,"ZAHRADKA, TAWNJA",C,DFL,MN,06,34050.75
H8MN06096,"TODD, IAN ANDREW",C,DFL,MN,06,13845.44
H2MN07014,"PETERSON, COLLIN CLARK",I,DEM,MN,07,1282717.34
H0MN07083,"NOVAK, JOEL ALLEN",C,REP,MN,07,14175
H0MN07091,"FISCHBACH, MICHELLE",C,REP,MN,07,1006507.29
H0MN07109,"COLLIS, NOEL",C,REP,MN,07,754590.51
H6MN07304,"HUGHES, DAVID RUSSELL MR.",C,REP,MN,07,67113.51
H8MN07102,"SHERMAN, JAYESUN ISRAEL MR.",C,REP,MN,07,9035.2
H8MN08043,"STAUBER, PETER ALLEN",I,REP,MN,08,1919664.43
H0MN08156,"NYSTROM, QUINN REABE",C,DFL,MN,08,512528.27
H8MN08100,"SORENSEN, SOREN CHRISTIAN MR.",C,DFL,MN,08,606.52
H0MO01066,"CLAY, WILLIAM LACY JR",I,DEM,MO,01,743124.84
H8MO01143,"BUSH, CORI",C,DEM,MO,01,569051.83
H0MO02254,"SCHUPP, JILL DARLYNE",C,DEM,MO,02,2063609.72
H2MO02102,"WAGNER, ANN L.",I,REP,MO,02,3325893.9
H0MO03203,"OGLESBY, DENNIS",C,DEM,MO,03,16467.33
H8MO03198,"GEPPERT, KATY",C,DEM,MO,03,13267
H0MO03237,"WILKINSON, BRANDON",C,REP,MO,03,14531
H8MO09153,"LUETKEMEYER, W BLAINE",I,REP,MO,03,1530386.59
H0MO04227,"ARVIDSON, ERICH",C,DEM,MO,04,5472
H0MO04235,"SIMMONS, LINDSEY NICOLE",C,DEM,MO,04,176799.62
H0MO04086,"HARTZLER, VICKY",I,REP,MO,04,1295022.05
H0MO04219,"NEAL, GIST",C,REP,MO,04,5347.13
H0MO05182,"SALAZAR, MAITE GABRIELLE",C,DEM,MO,05,27985.93
H4MO05234,"CLEAVER, EMANUEL II",I,DEM,MO,05,937588.52
H0MO05208,"DERKS, RYAN",C,REP,MO,05,19268.65
H0MO05216,"BARHAM, JERRY",,REP,MO,05,117531.55
H0MO06180,"ABUNDIS, VICTOR",C,DEM,MO,06,21748.67
H0MO06198,"FARRIS, RAMONA",C,DEM,MO,06,9164.99
H8MO06092,"MARTIN, HENRY",C,DEM,MO,06,22972.21
H0MO06073,"GRAVES, SAMUEL B. JR.",I,REP,MO,06,1461359.57
H0MO07113,"LONG, BILLY MR.",I,REP,MO,07,1113641.82
H0MO07220,"HARLEMAN, ERIC",C,REP,MO,07,1436.89
H8MO08098,"ELLIS, KATHRYN GAIL",C,DEM,MO,08,208247.83
H4MO08162,"SMITH, JASON T",I,REP,MO,08,1328275.01
H8MP00041,"SABLAN, GREGORIO KILILI CAMACHO REP.",I,IND,MP,00,58402.45
H0MS01118,"ELIASON, ANTONIA",C,DEM,MS,01,12703
H6MS01131,"KELLY, JOHN TRENT TRENT",I,REP,MS,01,611426.32
H4MS02068,"THOMPSON, BENNIE G.",I,DEM,MS,02,982330.43
H0MS02090,"HAMMOND, B.C. MR.",C,REP,MS,02,675
H0MS03114,"LEE, KATELYN",C,DEM,MS,03,186.97
H0MS03072,"TULP, AUSTIN JAMES",C,REP,MS,03,25455.05
H8MS03125,"GUEST, MICHAEL PATRICK",I,REP,MS,03,603000.14
H0MS04120,"PALAZZO, STEVEN MCCARTY",I,REP,MS,04,602004.5
H0MS04153,"HICKMAN, SAMUEL JAMES",C,REP,MS,04,10230
H0MS04161,"CARL, BOYANTON",C,REP,MS,04,192923.75
H0MS04187,"DEMING, ROBERT L III",C,REP,MS,04,116320
H0MT00090,"WINTER, THOMAS",O,DEM,MT,00,374924.21
H0MT00116,"RAINS, MATTHEW",O,DEM,MT,00,41981
H8MT01232,"WILLIAMS, KATHLEEN",O,DEM,MT,00,2446463.03
H0MT00108,"DOOLING, JOE",O,REP,MT,00,120806.02
H0MT01080,"JOHNSON, TIMOTHY ALAN",O,REP,MT,00,5205.82
H0MT01098,"LAMM, DEBRA",O,REP,MT,00,62216.58
H4MT00050,"ROSENDALE, MATT MR.",O,REP,MT,00,1950223.67
H4MT01033,"STAPLETON, COREY",O,REP,MT,00,219265.72
H8MT01182,"GIANFORTE, GREG",I,REP,MT,00,372652.87
H4NC01046,"BUTTERFIELD, G. K.",I,DEM,NC,01,619562.56
H0NC03131,"NIX, MICHELE ANN",C,REP,NC,01,59694.5
H0NC03149,"SMITH, SANDY",C,REP,NC,01,1030474.12
H0NC02083,"COOPER, SCOTT",O,DEM,NC,02,596491.6
H0NC02091,"SWENSON, STEVE",C,DEM,NC,02,10002
H0NC02109,"BUTLER, JASON DR.",O,DEM,NC,02,42436.01
H0NC02117,"JOHNSON-HOSTLER, MONIKA",O,DEM,NC,02,148097.74
H0NC02125,"ROSS, DEBORAH",O,DEM,NC,02,1343932.68
H0NC02133,"TERRELL, ANDREW STEVEN",O,DEM,NC,02,34330
H0NC02158,"SWAIN, ALAN D",O,REP,NC,02,65758.23
H2NC13110,"HOLDING, GEORGE E MR.",I,REP,NC,02,990118.86
H8NC02136,"MATEMU, JAPHETH",O,LIB,NC,02,624.89
H0NC03198,"BEW, RICHARD",O,DEM,NC,03,236573.97
H0NC03214,"JOHNSON, IKE",O,DEM,NC,03,27289.52
H0NC03248,"THOMAS, ALLEN",O,DEM,NC,03,623737.88
H0NC03297,"OUTLAW, DANA EDWARDS",C,DEM,NC,03,47632.37
H0NC03156,"SPECIALE, MICHAEL DAVID MR.",O,REP,NC,03,16702.45
H0NC03164,"MOORE, JEFF",C,REP,NC,03,155124.3
H0NC03172,"MURPHY, GREGORY FRANCIS DR",I,REP,NC,03,1451729.84
H0NC03206,"CAIRNS, CELESTE",O,REP,NC,03,133966.25
H0NC03222,"PERRY, JOAN",O,REP,NC,03,504760.05
H0NC03230,"SHEPARD, PHILLIP RAY",C,REP,NC,03,168080
H0NC03255,"BAIKO, KEVIN",O,REP,NC,03,4750
H0NC03263,"DE LUCA, FRANCIS X.",O,REP,NC,03,146898.04
H0NC03271,"ROUSE, ERIC S",O,REP,NC,03,181890
H0NC03289,"CLARK, CHIMER DAVIS JR",C,REP,NC,03,125620
H0NC03305,"BOYD, SAMUEL GRAHAM MR",O,REP,NC,03,81712.09
H0NC03388,"ROLLASON, ROBERT",C,REP,NC,03,4707.38
H8NC03068,"LAW, PHILIP JOSEPH MR.",C,REP,NC,03,78070
H9NC03017,"COX, DONALD RAYMOND",C,REP,NC,03,10358.47
H0NC04162,"SOBIE, CURTIS",C,DEM,NC,04,4173.19
H0NC04170,"LOCKWOOD, DANIEL ULYSSES",C,DEM,NC,04,6115.75
H0NC04196,"BROCK, MARTHA MONTGOMERY MS.",C,DEM,NC,04,334
H6NC04037,"PRICE, DAVID E.",I,DEM,NC,04,753752.38
H0NC04204,"SARKAR, DEBESH",C,REP,NC,04,28205
H0NC05169,"SUPIN, JEANNE",C,DEM,NC,05,29241.73
H8NC10097,"BROWN, DAVID WILSON",C,DEM,NC,05,36378.8
H4NC05146,"FOXX, VIRGINIA ANN",I,REP,NC,05,1439365.81
H0NC06191,"FLYNN, ANGELA DARROW MS",O,DEM,NC,06,38420.79
H0NC06225,"FOXX, RHONDA",O,DEM,NC,06,180822.66
H0NC06233,"MONTGOMERY, DERWIN LAMAR",O,DEM,NC,06,35886
H4NC06136,"DAVIS, BRUCE E SR.",O,DEM,NC,06,54010.38
H8NC13067,"MANNING, KATHY",O,DEM,NC,06,1440989.73
H0NC06241,"HAYWOOD, JOSEPH LEE",O,REP,NC,06,15365
H4NC06052,"WALKER, BRADLEY MARK MR.",I,REP,NC,06,522760.47
H0NC06209,"BUCARDO, JENNYFER",O,UN,NC,06,750
H0NC07124,"D'ABROSCA, PETER",C,REP,NC,07,14028.85
H2NC07096,"ROUZER, DAVID CHESTON",I,REP,NC,07,1195268.21
H0NC08247,"WALKER, RODNEY L",C,DEM,NC,08,2448.73
H0NC08254,"TIMMONS-GOODSON, PATRICIA",C,DEM,NC,08,1076414.63
H2NC08185,"HUDSON, RICHARD L. JR.",I,REP,NC,08,2322941.92
H0NC09278,"BROOKS, CLAYTON W III",C,DEM,NC,09,35589.89
H0NC09286,"WALLACE, CYNTHIA",C,DEM,NC,09,251210.53
H0NC09294,"SOUTHERLAND, HARRY",C,DEM,NC,09,24844.21
H2NC08201,"WILLIAMS, MARCUS W",C,DEM,NC,09,2707.24
H6NC09184,"CANO, FERNANDO CHRISTIAN MR. JR",C,DEM,NC,09,6483.86
H8NC09123,"MCCREADY, DANIEL",C,DEM,NC,09,7809470.94
H0NC09161,"RIDENHOUR, MATTHEW",O,REP,NC,09,92524.65
H0NC09179,"RUSHING, STONY",O,REP,NC,09,73550.4
H0NC09187,"BISHOP, JAMES DANIEL",I,REP,NC,09,3663451.32
H0NC09195,"SHUBERT, FERN HAYWOOD",O,REP,NC,09,9284.52
H0NC09203,"BROWN, LEIGH",O,REP,NC,09,409892.99
H0NC09211,"HULL, STEVIE RIVENBARK",O,REP,NC,09,69552.16
H0NC09260,"GERBER, RAYMOND",C,REP,NC,09,0
H2NC09134,"PITTENGER, ROBERT M THE HONORABLE",C,REP,NC,09,505.7
H0NC09153,"SMITH, LORAN ALLEN",O,GRE,NC,09,6009.72
H0NC10193,"PARKER, DAVID PAYNE",C,DEM,NC,10,4475.58
