name,state,description,website,donation_url,logo_url,issues
LGBTQ Connection PAC / LA LGBT Center Leadership Lab,,"An independent expenditure Super PAC that has retained the Leadership LAB, a project of the Los Angeles LGBT Center, to provide partisan training and coaching in 2020 to progressive organizations around the country. Its expertise in deep canvassing was developed in the fights for marriage equality and reducing prejudice against transgender people. The focus in 2020 is currently getting deep canvass phonebank operations up and running in states with persistently low voter turnout and highly competitive elections, currently including Pennsylvania, Wisconsin and Michigan; and, to the greatest extent possible, and as soon as possible, returning as well to in-person, door-to-door campaigning with safe, appropriate social distancing practices.",https://leadership-lab.org/,,https://wp.movement.vote/wp-content/uploads/leadership-lab-logo-250x250.jpg,LGBTQ
Movement to End Racism & Islamophobia (MERI),NC,MERI is leading the work to build an intersectional movement against racism and Islamophobia in North Carolina.,http://merinc.org,,https://wp.movement.vote/wp-content/uploads/MERI_logo-250x250.jpg,
Muslim Women For (MWF),NC,"For centuries, Muslim women have been used as the image of Islam, but never the voice of Islam. In both non-Muslim and Muslim communities, Muslim women and women of color are expected to be contributors rather than leaders as they often experience spaces that cater to the male experience or are dominantly led by people who identify as male, often see their stories and the stories of their people erased from history, and find their voices completely silenced while their images remain on display. Muslim Women For is an organization of diverse women leaders whose vision is to foster vibrant Muslim societies that work to create lasting social change.",https://www.facebook.com/muslimwomenfor/,,https://wp.movement.vote/wp-content/uploads/Muslim-Women-For-logo-250x250.jpg,"Immigrant Rights, Racial Justice, Voting Rights"
Muslims for Social Justice (MSJ),NC,"Muslims for Social Justice was founded in North Carolina to offer liberation theology perspective in Islam. MSJ will prioritize fighting racism, white supremacy and sexism within as well as beyond the Muslim community. Believing that organizing people on the grassroots, rather than charity or mere electoral/legal avenues, will change the balance of power to bring the necessary progressive change, MSJ will build power and change the balance of power by centering the leadership and self-determination of marginalized Muslims, and approaching our organizing through an intersectional lens.",http://muslimsforsocialjustice.org,,https://wp.movement.vote/wp-content/uploads/Muslims-for-Social-Justice-logo-250x250.jpg,
NC Latino Power / NC Congress of Latino Organizations,NC,"North Carolina Latino Power is a new effort to build a statewide, independent political and electoral vehicle centered in Latino communities and institutions, and led by Latino leadership. They are building chapters and affiliates that develop and organize on localized citizen platforms, and are planning to reach over 45,000 voters this cycle. They are the sibling organization to the more established North Carolina Congress of Latino Organizations – a network of over 70 Latino organizations across the state.",http://www.nclatinopower.org/,https://secure.actblue.com/contribute/page/mvmt-nc-nc-latino-power-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/NCLatinoPower-logo-250x250.jpg,"Economic Justice, Immigrant Rights, Racial Justice, Voting Rights"
Southern Vision Alliance / Ignite NC,NC,"A new but vibrant and growing youth and campus-oriented network, Southern Vision Alliance is an umbrella which supports five different youth and student efforts: Ignite NC, Community Alliance for Public Education, Education Justice Alliance, NC Vote Defenders, and Youth Organizing Institute. SVA helps them build capacity to take on social, economic, and environmental justice campaigns as well as to get out and protect the youth vote in more than a dozen counties.",http://southernvision.org/,https://secure.actblue.com/contribute/page/mvmt-nc-ignite-nc-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/SouthernVisionAlliance-logo-250x250.jpg,"Climate / Environment, Economic Justice, End Mass Criminalization, Immigrant Rights, LGBTQ, Racial Justice, Reproductive Justice, Voting Rights"
You Can Vote,NC,"You Can Vote formed in response to voter suppression laws passed by the NC Legislature. They’ve been growing rapid to meet the need for education organizing. They’ve run one of the largest volunteer-based registration & education efforts, training and deploying over 850 volunteers to register more than 13,000 voters and educated over 100,000 on the current voting laws. They’re now expanding geographically, engaging voters to fight gerrymandered maps, and gearing up for local and state elections.",http://www.youcanvote.org/,https://secure.actblue.com/donate/mvmt-nc-you-can-vote-c3?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/Vote_State-250x250.jpg,Voting Rights
North Dakota Native Vote,ND,"North Dakota Native Vote conducts community outreach and voter education to increase electoral involvement and strengthen the state’s Native American communities. They will be identifying, recruiting, and mobilizing in support of Native American candidates for state and local office.",,,https://wp.movement.vote/wp-content/uploads/NorthDakotaNativeVote_logo-250x250.png,Voting Rights
North Dakota Rural Voters,ND,"Working for a future with broad, homegrown prosperity in rural communities, and good water for crops, livestock, wildlife and recreation. A new advocacy and electoral project tied to year-round organizing efforts and ensuring that real people’s voices can be heard above the din of corporate lobbyists and special interests.",https://www.facebook.com/ndruralvoters/,,https://wp.movement.vote/wp-content/uploads/10628484_1496011234002037_507207128184452185_n.jpg,"Climate / Environment, Economic Justice"
"Asian Services in Action, Inc. (ASIA)",OH,"A health and social service agency that empowers and advocates for Asian Americans and Pacific Islanders in Northeast Ohio. It provides access to culturally and linguistically appropriate information, health, and social services. ASIA has collaborated with 14 organizations to launch the first ever New American-focused civic engagement network focused on voter registration, education, and turnout. It’s reached over 45,000 voters to date and continues to mobilize underrepresented voters.",http://www.asiaohio.org/,,https://wp.movement.vote/wp-content/uploads/AsiaInc_logo-250x250.jpg,Healthcare
Council on American Islamic Relations - Columbus (CAIR),OH,"For more than 20 years, the Council on American-Islamic Relations has advocated for the civil rights of American Muslims. Our Columbus chapter is one of the busiest and most dynamic of CAIR’s thirty nationwide affiliates – defending, representing, and educating our community. CAIR-Columbus’ Legal Advocacy efforts work to ensure the equal protection of the law for Muslims in Ohio. By working to uphold the constitution, they reinforce the American principles of justice and freedom for all Americans.",https://www.cair-columbus.com,,https://wp.movement.vote/wp-content/uploads/CAIROhio_logo-250x250.jpg,"Immigrant Rights, Racial Justice, Religious Freedom, Voting Rights"
Council on American-Islamic Relations - Cleveland (CAIR),OH,"For more than 20 years, the Council on American-Islamic Relations has advocated for the civil rights of American Muslims. The Cleveland chapter  is one of CAIR’s thirty nationwide affiliates – defending, representing, and educating our community. Its work includes civil rights, immigrant rights, education, outreach, media relations, political activism, and government affairs. By working to uphold the constitution, they reinforce the American principles of justice and freedom for all Americans.",http://www.caircleveland.com/,,https://wp.movement.vote/wp-content/uploads/CAIROhio_logo-250x250.jpg,"Immigrant Rights, Racial Justice, Religious Freedom, Voting Rights"
Faith in Public Life Action Fund  / Faith in Public Life - Ohio,OH,"A strategy center that brings a unique voice to the media stream by combining faith leader advocacy with strategic planning. Provides faith leaders with tools needed to deploy their voices. Protecting immigrant families, preventing violence against vulnerable members of our community, crisis intervention training, and rural organizing to advance criminal justice reform. It recently worked with the Mayor of Columbus to make changes to make everyone safer.",https://www.faithinpubliclife.org/,,https://wp.movement.vote/wp-content/uploads/FaithInPublicLife_logo-250x250.jpg,"End Mass Criminalization, Healthcare, Immigrant Rights, Racial Justice"
Greater Cleveland Congregations,OH,"Greater Cleveland Congregations is a nonpartisan coalition of 40 dues-paying member faith communities and partner organizations in Cuyahoga County representing 35,000 people working together to build power for social justice across lines of race, class, religion. They helped lead the charge for Medicaid expansion, court diversion programs, and police reforms. GCC mobilizes its members, holds educational events, and knocks on doors to get out the vote in Cuyahoga County.",http://greaterclevelandcongregations.org/,https://secure.actblue.com/contribute/page/mvmt-oh-greater-cleveland-congregations-c3?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/GreaterClevelandCongregation-logo-250x250.jpg,"Economic Justice, End Mass Criminalization, Racial Justice"
New Voices Ohio,OH,"The statewide branch of New Voices for Reproductive Justice, expanding from Pennsylvania into Cleveland and beyond. They engage in leadership development and organizing to advance the health and well-being of Black women and girls, and the Human Rights of LGBTQ and marginalized communities, with services provided to over 50,000 people. They want to expand their Voice Your Vote! Project™ into the state this year.",http://www.newvoicespittsburgh.org/cleveland/,https://secure.actblue.com/contribute/page/mvmt-oh-new-voices-cleveland-c3?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/NewVoicesOhio-logo-250x250.jpg,"LGBTQ, Reproductive Justice"
Northeast Ohio Voter Advocates,OH,"A nonpartisan grassroots organization that believes in expanding voter participation by enabling registration in underrepresented areas of Northeast Ohio and improving the election process through advocacy and research. It has registered over 4,500 voters and sent in 2,200 vote-by-mail applications in target areas. It’s holding voter registration and engagement events in food pantries, social service agencies, libraries and more.",http://nova-ohio.org/,,https://wp.movement.vote/wp-content/uploads/NortheastOhioVoterAdvocates_logo-250x250.jpg,Voting Rights
Ohio NAACP Voter Fund GOTV,OH,"Seeks to ensure the political, educational, social, and economic equality of rights of all persons and to eliminate race-based discrimination. The Ohio Unit is a key component of the National Association for the Advancement of Colored People which is the oldest, most effective, and most respected civil rights organization in the Nation. We work to raise awareness and to register and mobilize voters throughout the state.",https://www.naacp-ohio.net,,https://wp.movement.vote/wp-content/uploads/NAACPVoterFund_logo-250x250.jpg,"Racial Justice, Voting Rights"
Ohio Safe and Healthy Communities,OH,"A campaign led by the Ohio Organizing Collaborative and partners in support of a November ballot initiative that will reform the criminal justice system and reinvest millions of dollars into drug treatment and community-based recovery programs. They are organizing across urban, suburban, and rural communities impacted by the War on Drugs and expanding the electorate to include more people of color, low income, and young people.",http://ohorganizing.org/safeandhealthy/,,https://wp.movement.vote/wp-content/uploads/OhioSafeAndHealthyCommunitites_logo-250x250.png,"Economic Justice, End Mass Criminalization, Healthcare, Racial Justice, Voting Rights"
Ohio Student Association,OH,"A statewide organization led by young people engaging in student organizing on issue campaigns & electoral mobilization. They engage in nonviolent direct action, policy advocacy, and leadership development on campuses across Ohio to build independent political power. An affiliate of the Alliance for Youth Action. Fiscally sponsored by Stand Up Ohio / Ohio Organizing Collaborative.",http://www.ohiostudentassociation.org/,https://secure.actblue.com/contribute/page/mvmt-oh-ohio-student-association-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/OhioStudentAssociation-logo-250x250.jpg,"Climate / Environment, Economic Justice, End Mass Criminalization, Racial Justice, Voting Rights"
Ohio Unity Coalition,OH,"An affiliate of the national Unity Voter Empowerment Campaign by the National Coalition on Black Civic Participation. They work nationally with A. Phillip Randolph Institute, Lawyers Committee for Civil Rights Under Law, Cost of Freedom Project, Black Youth Vote, and other groups to register and turn out Black voters in Ohio.",http://ohiounitycoalition.org,https://secure.actblue.com/contribute/page/mvmt-oh-ohio-unity-coalition-c3?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/OhioUnityCoalition-logo-250x250.jpg,"Racial Justice, Voting Rights"
Ohio Voice,OH,"Ohio Voice is the state affiliate of State Voices, working year-round to build long-term collaboration among Ohio’s nonpartisan grassroots organizations. SSV encourages civic engagement in historically marginalized communities (people of color, single women, youth, and low-income individuals) and builds the capacity of the organizations that serve them.",https://www.ohvoice.org/,https://secure.actblue.com/donate/ohiovoice?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/OhioVoice_logo-250x250.png,"Climate / Environment, Economic Justice, End Mass Criminalization, Immigrant Rights, LGBTQ, Racial Justice, Reproductive Justice, Voting Rights"
Stand Up for Ohio / OOC - Ohio Organizing Collaborative,OH,"The strongest statewide community and voter engagement network in Ohio, bringing together community and faith organizations, labor unions and policy groups. OOC builds power for social, racial, and economic justice, and recently registered 150,000 Ohio voters, while organizing on issues including a minimum wage increase, ending mass incarceration, and combatting climate change.",http://ohorganizing.org/,https://secure.actblue.com/contribute/page/mvmt-oh-stand-up-ohio-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/OhioOrganizingCollective-logo-250x250.jpg,"Climate / Environment, Economic Justice, End Mass Criminalization, Racial Justice, Voting Rights"
"The AMOS Project, Inc.",OH,"A network of congregations organizing and mobilizing with the most vulnerable in our city until all the systems are working toward the success of every child and person of every race in Cincinnati. Transforming the unjust county justice system, fighting for all kids to have quality preschools, fighting to raise the minimum wage to $10 an hour. Currently engaging voters for November elections.",http://theamosproject.org,https://secure.actblue.com/contribute/page/mvmt-oh-amos-project-c3?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/TheAMOSProject-logo-250x250.jpg,"Economic Justice, Education, End Mass Criminalization, Racial Justice, Voting Rights"
Working America Education Fund - Ohio,OH,"A public charity that reaches working people with good information on issues that foster good jobs, a fair economy, and a democracy where working people count more than the money of corporate interests. It builds a voice and power to put the concerns of working people at the top of the policy agenda, supports grassroots education to defend rights of working people and strategic research for institutions, organizers, and activists to promote jobs, fair trade, and a healthy economy.",https://www.workingamerica.org/ohio,,https://wp.movement.vote/wp-content/uploads/workingamerica-250x250.jpeg,"Economic Justice, Education, Healthcare, Voting Rights"
Yes We Can: Columbus Working Families,OH,"Yes We Can Columbus is committed to improving people’s lives and continuing the political revolution in Columbus. They are focused on getting big money out of politics, increasing the minimum wage, and empowering  working people to have a voice in  local democracy. They’re working mostly at the state and local levels, and are developing capacity to engage in the Columbus spring elections.",http://www.yeswecancolumbus.org/,https://secure.actblue.com/contribute/page/mvmt-oh-yes-we-can-columbus-pac?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/YesWeCanColumbus-logo-250x250.jpg,"Climate / Environment, Economic Justice, Education, End Mass Criminalization, Immigrant Rights, LGBTQ, Racial Justice, Voting Rights"
Young Latino Network,OH,"YLN is the premier young Latino organization based out of Cleveland, Ohio doing vote work and turning out Puerto Rican communities to make a real difference. In northeast Ohio alone, there are over 50,000 Puerto Ricans! YLN is harnessing the energy of Latino youth to register, engage, and mobilize Latino Ohioans this year and beyond!",https://younglatinonetwork.org,https://secure.actblue.com/donate/young-latino-network-1?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/Young-Latino-Network-250x250.png,
BOLD Oklahoma,OK,"Oklahoma is now the earthquake capital of the world thanks to the state’s many pipelines and fracking wells. BOLD Oklahoma brings together urban and rural folks; farmers and ranchers; and indigenous and non native people to fight for clean air, water, and a healthy environment.",http://boldoklahoma.org/,,https://wp.movement.vote/wp-content/uploads/BoldOK-logo-250x250.jpg,Climate / Environment
Asian Pacific American Network of Oregon (APANO),OR,"APANO organizes across a variety of Portland’s Asian and Pacific Islander communities to address gaps in economic, social, and physical well-being through organizing, leadership development, cultural work, and civic engagement. They focus on youth / students and parents, and work on a wide range of issues including reproductive health, voting rights, economic justice, and immigrant rights. They’ve worked with Causa and Unite Oregon to register over 15,000 new citizens to vote.",http://www.apano.org/,,https://wp.movement.vote/wp-content/uploads/AsianPacificAmericanNetworkofOregon-logo-250x250.jpg,"Economic Justice, Immigrant Rights, Racial Justice, Reproductive Justice, Voting Rights"
Causa of Oregon,OR,"A strong statewide Latino organization with direct presence in Marion, Polk, Multnomah, Deschutes, and Jefferson Counties. They fight for immigrant rights, economic justice, and LGBT equity through a combination of advocacy, coalition building, leadership development, and civic engagement. Along with Unite Oregon and APANO, Causa has helped to register over 15,000 new citizens to vote.",http://causaoregon.org/,,https://wp.movement.vote/wp-content/uploads/CausaofOregon-logo-250x250.jpg,"Economic Justice, Immigrant Rights, LGBTQ, Racial Justice"
Color PAC / Action Fund,OR,"Color PAC endorses, invests in, and otherwise supports progressive candidates, regardless of party, that will advance racial equity and correct social and economic inequities experienced by communities of color. They help progressive people of color prepare, run and win elected office to ensure the state’s representation is a better reflection of its population.",http://www.colorpac.org/,https://secure.actblue.com/contribute/page/mvmt-or-color-pac-action-fund-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/ColorPAC-logo-250x250.jpg,"Economic Justice, Racial Justice"
Family Forward Oregon / Family Forward Action,OR,"This grassroots organization champions a variety of campaigns to support working families with a focus on mothers. They organize and advocate on issues including childcare, sick and family leave, retirement security and pay equity for women, and domestic worker rights. Family Forward also educates and mobilizes voters in the electoral process.",http://www.familyforwardoregon.org/,,https://wp.movement.vote/wp-content/uploads/FamilyForwardOregon-logo-250x250.jpg,"Economic Justice, Voting Rights"
Oregon Bus Project / Foundation,OR,"The founding affiliate of the Alliance for Youth Action, they helped advance and implement automatic voter registration laws that will reach 300,000-500,000 voters. Bus uses innovative strategies to build off-campus youth power. They do massive vote work and their current issue focus is on advancing voting rights and climate justice.",http://busproject.org/,https://secure.actblue.com/contribute/page/mvmt-or-oregon-bus-project-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/FIXED-OregonBusProject-logo-250x250.jpg,"Climate / Environment, Economic Justice, Voting Rights"
Oregon Student Association / Foundation,OR,"One of the strongest statewide student associations in the country, registering and turning out tens of thousands of new voters each election cycle. They also run solid campaigns to advance tuition affordability, gender justice, and other issues.",http://www.orstudents.org,,https://wp.movement.vote/wp-content/uploads/OregonStudentAssociation-logo-250x250.jpg,
Oregon Working Families Party,OR,"The state’s Working Families Party affiliate, an umbrella of community and labor groups in Oregon.",http://workingfamilies.org/states/oregon/,https://secure.actblue.com/contribute/page/mvmt-or-oregon-working-families-party?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/OregonWorkingFamilies-logo-250x250.jpg,Economic Justice
PCUN (Pineros y Campesinos Unidos del Noroeste),OR,"Oregon’s farmworker union and the largest Latino organization in the state, with over 6,000 members, mostly Mexican and Central American immigrants. In addition to organizing for labor rights and economic justice, they also do voter engagement work, especially in the Woodburn area.",http://www.pcun.org,,https://wp.movement.vote/wp-content/uploads/PCUN-Pineros-y-Campesinos-Unidos-del-Noroeste-logo-250x250.jpg,"Economic Justice, Immigrant Rights"
Portland Clean Energy,OR,"A major campaign for the November ballot measure that seeks justice and equity for Portlanders most impacted by climate change. If passed, it will generate millions in revenue for green infrastructure and would be the first major environmental policy created by communities of color in Oregon history. The coalition leaders are the Asian Pacific American Network of Oregon, Coalition of Communities of Color, NAACP Portland Branch 1120, Native American Youth & Family Center, and Verde. It’s drawn statewide attention due to candidates’ endorsements.",https://www.portlandcleanenergyfund.com,https://secure.actblue.com/donate/pcef?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/PortlandCleanEnergy_logo-250x250.jpg,Climate / Environment
Unite Oregon,OR,"Formerly the Center for Intercultural Organizing (CIO) and Oregon Action, Unite Oregon is a People’s Action affiliate with chapters in Portland, Beaverton, and Rogue Valley. Led by people of color, immigrants and refugees, rural communities, and people experiencing poverty, they engage on a variety of social, economic, and racial justice issues through advocacy, leadership development, organizing, and vote work. Working with APANO and Causa they registered over 15,000 new citizens to vote.",http://www.uniteoregon.org/,,https://wp.movement.vote/wp-content/uploads/UniteOregon-logo-250x250.jpg,"Climate / Environment, Economic Justice, Immigrant Rights"
1Hood Media,PA,"A collective of artists and activists whose mission is to build liberated communities through art, education and social justice.",https://www.1hood.org/,,https://wp.movement.vote/wp-content/uploads/1Hood1-250x250.jpeg,"Economic Justice, End Mass Criminalization, Immigrant Rights, Racial Justice, Voting Rights"
215 People’s Alliance,PA,"215PA is a new multiracial collaborative led by parents, teachers, students, union members, and other Philadelphians coming together to make meaningful change. 215 People’s Alliance is lifting up issues of criminal justice reform and housing justice in upcoming elections.",http://215pa.com/,https://secure.actblue.com/contribute/page/mvmt-pa-215-peoples-alliance-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/215PeoplesAlliance-logo-250x250.jpg,"Economic Justice, End Mass Criminalization, Racial Justice"
CASA de Pennsylvania / CASA in Action,PA,"A powerful Center for Popular Democracy affiliate and Latino immigrant rights organization branching out from CASA de Maryland, with a growing base in South Central PA (Dauphin, Lancaster and York Counties). They have registered 10,000 voters and contacted over 45,000 infrequent Latino voters. CASA in Action has engaged Latinos in the Presidential, US Senate, important Congressional District races, as well as some key down-ballot opportunities in York County.",http://wearecasa.org/,https://secure.actblue.com/contribute/page/mvmt-pa-casa-in-action-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/CASAdePennsyvania-logo-250x250.jpg,"Economic Justice, Immigrant Rights"
Coalition to Abolish Death By Incarceration (CADBI),PA,"A coalition of Decarcerate PA, Fight for Lifers, the Human Rights Coalition and Right to Redemption created the grassroots campaign to end Life Without Parole / Death By Incarceration sentences in Pennsylvania.",http://decarceratepa.info/CADBI,,https://wp.movement.vote/wp-content/uploads/CADBIpeople-250x250.jpeg,End Mass Criminalization
Free The Ballot! Incarcerated Voter Family Network,PA,"Free The Ballot! Incarcerated Voter Family Network was started in 2019 as a project of members of the Coalition to Abolish Death By Incarceration. Over the past 5 years Coalition to Abolish Death By Incarceration has organized a statewide base of family members of incarcerated people in Philadelphia, York, Dauphin, Lancaster, Chester, Berks, Lehigh and Delaware Counties. Their main campaigns have been to win parole review for lifers and to ensure the rights of incarcerated people are respected by fighting against overly punitive and restrictive Department of Corrections policies. As they gained ground in these fights they realized the necessity of contesting for political power and formed Free The Ballot to fight on the electoral terrain.",https://freetheballot.org/,,https://wp.movement.vote/wp-content/uploads/free-the-ballot-logo-250x250.jpg,End Mass Criminalization
Keystone Progress / Keystone Progress Education Fund,PA,"A USAction and ProgressNow affiliate, Keystone Progress is a multi-issue advocacy organization that combines cutting edge online organizing techniques and hard-hitting earned media to advance the state’s progressive agenda. They’re working statewide on issues from the local to national level, and are building up their community organizing and electoral capacity.",http://keystoneprogress.wixsite.com/keystone-progress,https://secure.actblue.com/contribute/page/mvmt-pa-keystone-progress-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/KeystoneProgress-logo-250x250.jpg,Economic Justice
Make The Road Action - PA,PA,"Make the Road PA is the largest Latinx organization in the state, building power for justice in Latinx communities, working class communities and Communities of Color. MRPA has been at the forefront of the resistance against Trump since before the election and are constantly reaching and registering thousands of voters and encouraging them to get involved in the community. They also play a leading role in campaigns for immigration reform and the Abolish ICE movement, a fair budget for education and human services, driver’s licenses for undocumented immigrants, rights of the LGBTQ+ community, Puerto Rico Justice, and the Fight for $15. They have roughly 700 monthly participants in their events and member committee meetings. Make the Road Action builds political power by engaging thousands of Latino, immigrant, and African-American voters every year.",https://www.facebook.com/Maketheroadpa,https://secure.actblue.com/contribute/page/mvmt-pa-make-the-road-action-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/MakeTheRoadPennsylvania-logo-250x250.jpg,"Economic Justice, Immigrant Rights, Racial Justice"
Movement Alliance Project (formerly Media Mobilizing Project),PA,"This organization shines a light on the untold stories of organizing in the greater Philadelphia region. Using innovative media-based organizing strategies, MMP has an impressive track record of raising awareness around local social justice concerns and connecting communities across issues. This election cycle they will support the media and communications needs of electoral organizers and voting rights advocates.",http://mediamobilizing.org/,https://secure.actblue.com/contribute/page/mvmt-pa-media-mobilizing-project-c3?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/MediaMobilizingProject-logo-250x250.jpg,"Economic Justice, End Mass Criminalization, Racial Justice"
Movement of Immigrant Leaders in PA (MILPA),PA,A network of immigrant families organizing across Pennsylvania.,https://www.facebook.com/Milpa-Harrisburg-PA-643744855669286/,,https://wp.movement.vote/wp-content/uploads/MILPA-250x250.jpg,"Economic Justice, Immigrant Rights, Racial Justice"
New Voices for Reproductive Justice - Pittsburgh,PA,"The statewide branch of New Voices for Reproductive Justice, based in Pittsburgh with recent expansions into Philadelphia (and Ohio). They engage in leadership development and organizing to advance the health and well-being of Black women and girls, and the Human Rights of LGBTQ and marginalized communities, with services provided to over 50,000 people. Their Voice Your Vote! Project will reach a universe of 125,000 in and beyond Pittsburgh.",http://www.newvoicespittsburgh.org/,https://secure.actblue.com/donate/mvp-new-voices?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/NewVoicesPA-logo-250x250.jpg,"LGBTQ, Reproductive Justice"
One Pennsylvania,PA,"The largest door-knocking voter engagement and community justice organization in PA. Last year One PA registered over 7,000 new voters and knocked over 250,000 doors helping bring in the largest wave of women elected in Pennsylvania history. In 2020, they will combine census engagement with voter registration and turn out even more voters. They work from the school board to the federal level and members lead the way. One PA is a multi-racial, inter-generational statewide grassroots community organization that shifts the balance of power through popular political education, lifting up community voices, and building high-impact campaigns with partner organizations. Their members are workers, students, parents, seniors, people with disabilities, and retirees excited to learn, collaborate, and build power.",https://onepa.org/,https://secure.actblue.com/contribute/page/mvmt-pa-one-pennyslvania-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/OnePennsylvania-logo-250x250.jpg,"Economic Justice, End Mass Criminalization, Racial Justice, Voting Rights"
Pennsylvania Immigration and Citizenship Coalition (PICC),PA,"A coalition of 50 organizations working with diverse immigrant and refugee communities, PICC coordinates statewide immigration services, registers new citizens and turns them out to vote, and advocates year-round for immigrant rights, including tuition equity, ending family detention and shutting down the Berks Detention Center, and passing driver’s licenses for all. They’ve registered over 25,000 voters and will focus on developing capacity of their partners while sending mail and calling their registrants to get them educated and to the polls.",http://www.paimmigrant.org/,https://secure.actblue.com/contribute/page/mvmt-pa-pennsylvania-immigration-citizenship-coalition-c3?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/PennsylvaniaImmigrationCitizenCoalition-logo-250x250.jpg,"Economic Justice, Immigrant Rights"
Pennsylvania Stands Up,PA,"The story of Pennsylvania Stands Up is a story about everyday people turning our country around by figuring out how to get involved—even if it’s just two hours a week—and building the grassroots force we need to revitalize our democracy. We believe the time is ripe for everyday Americans—of every race and creed, immigrant and native-born, sisters and brothers—to stand up together as one united people.",https://pastandsup.org,https://secure.actblue.com/donate/pennsylvania-stands-up-1?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/pa-stands-up-img-250x250.jpeg,"Climate / Environment, Economic Justice, Immigrant Rights, Racial Justice, Voting Rights"
Pennsylvania United / Pittsburgh United,PA,"Pittsburgh United is a coalition of community, labor, faith, and environmental groups committed to advancing the vision of an economy that works for all people. They spearhead, support, and win progressive policy campaigns that ensure sustainable communities, raise standards for low-wage workers, and harness economic development and public investment for community benefit.",http://www.pittsburghunited.org/,,https://wp.movement.vote/wp-content/uploads/PittsburghUnited_logo-250x250.jpg,"Climate / Environment, Economic Justice"
Pennsylvania Voice,PA,"A statewide network of more than 35 organizations that share a vision of full participation and representation of the New American Majority – people of color, young, and single women – in the state. Building power to break barriers to civic participation and centering issues affecting marginalized communities.",https://www.pennsylvaniavoice.org/,https://pennsylvaniavoice.networkforgood.com/projects/38862-support-pa-voice?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/PennsylvaniaVoice_logo-250x250.jpg,"Racial Justice, Voting Rights"
Pennsylvania Working Families Party,PA,"Working Families is a growing progressive political organization that fights for an economy that works for all of us, and a democracy in which every voice matters. We believe that our children’s life chances must not be determined at birth and that America must be a nation that allows all its people to thrive.",http://workingfamilies.org/states/pennsylvania/,https://secure.actblue.com/donate/working-families-1?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/PennsylvaniaWorkingFamilies-logo-250x250.jpg,"Climate / Environment, Economic Justice, End Mass Criminalization, Immigrant Rights, LGBTQ, Racial Justice, Voting Rights"
Philadelphians Organized to Witness Empower & Rebuild (POWER),PA,"A faith-based PICO affiliate expanding statewide. POWER played a key role in winning a living wage ordinance for city agencies and contractors, and led a statewide faith coalition that successfully changed the state’s public education funding formula to correct long-standing racial bias and inadequacies. POWER will be focusing on municipal and county-wide races in upcoming elections.",http://powerinterfaith.org/,https://secure.actblue.com/contribute/page/mvmt-pa-power-c3?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/PhiladelphiansOrganizedtoWitnessEmpowerandRebuild-logo-250x250.jpg,"Economic Justice, End Mass Criminalization, Racial Justice"
Philly Neighborhood Networks,PA,"Philly Neighborhood Networks has been organizing people door-to-door for progressive candidates and issues for a dozen years, with leadership from of one of the most intensive and successful GOTV efforts ever, MoveOn’s 2004 “Leave No Voter Behind” Campaign. They’ve won advances on government ethics and the minimum wage, and are active on healthcare, city budget issues, and housing.",http://www.phillynn.org/,https://secure.actblue.com/contribute/page/mvmt-pa-philly-neighborhood-networks-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/PhiladelphiaNeighborhoodNetworks-logo-250x250.jpg,"Economic Justice, Racial Justice, Voting Rights"
Put People First! PA,PA,"Put People First! PA gives voice to everyday people who are struggling to meet our basic needs. We define our basic needs as things we need to live healthy and fulfilling lives — things like education, housing, health care, jobs at living wages, food, and a healthy environment. We’re a membership organization made up mostly of people who know from our life experience that poor and working people need to unite and have a voice.",https://www.putpeoplefirstpa.org/,,https://wp.movement.vote/wp-content/uploads/PutPeopleFirst-250x250.jpg,"Economic Justice, Healthcare"
